0.80,97.00
1.80,116.00
2.80,135.00
3.80,154.00
4.30,211.00
4.80,267.00
5.30,305.00
5.80,320.00
6.30,360.00
6.80,419.00
7.80,455.00
8.80,495.00
9.80,570.00
10.80,630.00
11.80,690.00
12.80,753.00
13.80,826.00
14.80,846.00
15.80,906.00
16.80,943.00
17.80,1018.00
18.80,1055.00
19.80,1112.00
20.80,1166.00
21.80,1223.00
22.80,1260.00
23.80,1310.00
24.80,1365.00
25.80,1410.00
26.80,1460.00
27.80,1500.00
28.80,1560.00
29.80,1630.00
